resource_geoid,category,count
36081010100,food retail,0
36081009700,food retail,0
36085013301,food retail,0
36085018702,food retail,3
36005035100,food retail,0
36005038000,food retail,7
36005033800,food retail,3
36047116600,food retail,4
36047116800,food retail,4
36047105801,food retail,0
36047042500,food retail,2
36047038900,food retail,3
36047039100,food retail,2
36085020804,food retail,1
36047087200,food retail,0
36047087401,food retail,1
36061014700,food retail,1
36061015100,food retail,3
36061013600,food retail,8
36047003300,food retail,2
36047072400,food retail,2
36047094402,food retail,0
36047110400,food retail,11
36047112200,food retail,2
36047121400,food retail,0
36081005200,food retail,0
36081005400,food retail,0
36047111600,food retail,3
36047112000,food retail,5
36047095600,food retail,6
36047098800,food retail,0
36061023300,food retail,7
36061022000,food retail,5
36047101200,food retail,1
36047027100,food retail,4
36047081600,food retail,3
36061003100,food retail,1
36061016400,food retail,12
36047090600,food retail,17
36047049100,food retail,12
36047050700,food retail,3
36047121000,food retail,0
36061015802,food retail,5
36061018000,food retail,14
36061018200,food retail,13
36047070203,food retail,0
36047120800,food retail,1
36061002201,food retail,4
36061002202,food retail,3
36047055300,food retail,6
36047089200,food retail,9
36047089400,food retail,4
36047090000,food retail,9
36061008900,food retail,10
36061009300,food retail,7
36061011100,food retail,8
36061022301,food retail,7
36081004401,food retail,1
36047037100,food retail,0
36047037900,food retail,2
36005043100,food retail,9
36047033500,food retail,4
36047035300,food retail,5
36047029900,food retail,3
36047038100,food retail,5
36081003400,food retail,0
36047118600,food retail,1
36047035500,food retail,3
36047088200,food retail,2
36005033600,food retail,13
36005037600,food retail,0
36005034800,food retail,1
36005036400,food retail,2
36061019300,food retail,9
36061007500,food retail,1
36047066200,food retail,2
36081022900,food retail,1
36081079300,food retail,0
36047069800,food retail,3
36047101800,food retail,0
36047105804,food retail,2
36081023500,food retail,1
36081056700,food retail,1
36081005000,food retail,0
36081063900,food retail,0
36081080302,food retail,0
36047040500,food retail,0
36085027704,food retail,0
36085019700,food retail,1
36047085600,food retail,2
36047085800,food retail,4
36047085200,food retail,0
36047086000,food retail,6
36047041100,food retail,1
36081055900,food retail,1
36005041400,food retail,5
36005044200,food retail,4
36005044400,food retail,0
36081157102,food retail,0
36081062900,food retail,0
36085015100,food retail,3
36005014500,food retail,5
36047040700,food retail,0
36047040900,food retail,4
36047043700,food retail,7
36081055500,food retail,3
36005019900,food retail,10
36005013000,food retail,0
36081099802,food retail,0
36005023704,food retail,4
36005021301,food retail,5
36005021502,food retail,12
36005021700,food retail,5
36061023400,food retail,1
36061021400,food retail,2
36005040900,food retail,1
36005042100,food retail,8
36047046202,food retail,1
36005019500,food retail,7
36081086900,food retail,1
36085012500,food retail,5
36081001200,food retail,0
36047093600,food retail,2
36047093800,food retail,0
36061008300,food retail,8
36061030700,food retail,1
36081090700,food retail,0
36005014900,food retail,5
36081064101,food retail,0
36047080800,food retail,1
36047081000,food retail,5
36085012100,food retail,6
36061001800,food retail,17
36061004100,food retail,24
36005024000,food retail,1
36081147900,food retail,0
36081150702,food retail,0
36047050600,food retail,13
36005044901,food retail,0
36005044902,food retail,0
36005001600,food retail,0
36005004200,food retail,5
36005025300,food retail,9
36081061900,food retail,0
36061010800,food retail,5
36061011203,food retail,1
36061009400,food retail,1
36061009600,food retail,2
36061011201,food retail,1
36061011202,food retail,1
36061010900,food retail,5
36081005800,food retail,0
36005023100,food retail,1
36005027600,food retail,0
36005028400,food retail,1
36005006400,food retail,1
36005021800,food retail,5
36081064500,food retail,0
36081073100,food retail,0
36081129103,food retail,0
36047003100,food retail,3
36047021500,food retail,4
36005038500,food retail,4
36081002500,food retail,0
36047051200,food retail,0
36047152200,food retail,6
36005023703,food retail,9
36081010300,food retail,0
36081003700,food retail,0
36081008600,food retail,0
36005005001,food retail,0
36005005002,food retail,13
36081128300,food retail,0
36005041100,food retail,2
36081136700,food retail,0
36047120000,food retail,1
36047120200,food retail,0
36005020900,food retail,2
36005022500,food retail,2
36047035400,food retail,6
36005007200,food retail,7
36005007600,food retail,7
36005021602,food retail,3
36047055700,food retail,0
36081056500,food retail,1
36047016500,food retail,0
36047015200,food retail,0
36081101002,food retail,1
36081046300,food retail,0
36081046500,food retail,0
36081047100,food retail,0
36081048500,food retail,3
36081065600,food retail,0
36005037900,food retail,4
36081000600,food retail,0
36081000800,food retail,0
36047118400,food retail,9
36081000400,food retail,1
36047118202,food retail,1
36047119600,food retail,10
36047051300,food retail,6
36047051900,food retail,4
36085013400,food retail,1
36047034800,food retail,5
36047035000,food retail,1
36081062100,food retail,0
36081063700,food retail,0
36081065501,food retail,0
36061029100,food retail,10
36061028300,food retail,3
36061028500,food retail,12
36047036200,food retail,19
36047073000,food retail,1
36047073600,food retail,4
36061016002,food retail,1
36047072600,food retail,2
36047073200,food retail,1
36061018600,food retail,1
36047114201,food retail,0
36081120100,food retail,0
36061020101,food retail,0
36047069602,food retail,3
36047070000,food retail,0
36061012200,food retail,0
36005023502,food retail,3
36005038100,food retail,2
36081038301,food retail,0
36085000300,food retail,6
36005029301,food retail,0
36061018300,food retail,8
36061015002,food retail,2
36061016001,food retail,2
36061017200,food retail,11
36061007900,food retail,2
36061016900,food retail,6
36061015900,food retail,5
36061017401,food retail,4
36047118000,food retail,2
36005028100,food retail,0
36061017000,food retail,11
36061016600,food retail,15
36061024500,food retail,23
36061024700,food retail,1
36061016500,food retail,4
36047029000,food retail,1
36047029600,food retail,13
36005002000,food retail,5
36047053100,food retail,7
36085011202,food retail,5
36047012100,food retail,2
36005041800,food retail,6
36081056100,food retail,0
36047114202,food retail,0
36005019300,food retail,5
36085007400,food retail,5
36047078600,food retail,8
36047094401,food retail,1
36047095000,food retail,4
36081091601,food retail,1
36081009100,food retail,0
36005045102,food retail,2
36047011700,food retail,2
36081125700,food retail,0
36081126500,food retail,2
36081068300,food retail,0
36081071702,food retail,0
36085027705,food retail,0
36085027706,food retail,5
36085990100,food retail,0
36061015601,food retail,3
36061015602,food retail,2
36061023100,food retail,5
36061014601,food retail,4
36061014602,food retail,4
36081017900,food retail,2
36061021100,food retail,9
36047003800,food retail,0
36081047500,food retail,0
36047008400,food retail,10
36081068700,food retail,0
36085014608,food retail,0
36047006500,food retail,7
36047014300,food retail,6
36061002400,food retail,0
36061000700,food retail,3
36005013800,food retail,3
36081056200,food retail,0
36061021900,food retail,5
36061022302,food retail,0
36047005602,food retail,0
36085013203,food retail,1
36081066300,food retail,0
36081066501,food retail,0
36047008800,food retail,3
36081162100,food retail,0
36081049900,food retail,1
36081050700,food retail,1
36081061800,food retail,0
36081063200,food retail,2
36081061602,food retail,0
36081010500,food retail,2
36081063800,food retail,0
36047001100,food retail,3
36047001500,food retail,4
36005030701,food retail,0
36081155101,food retail,2
36005045101,food retail,3
36085022300,food retail,1
36085023100,food retail,2
36081091602,food retail,0
36047053900,food retail,0
36047054500,food retail,1
36005031900,food retail,0
36005029700,food retail,5
36081097203,food retail,0
36081100802,food retail,1
36081099100,food retail,0
36081099705,food retail,0
36081099200,food retail,0
36081045800,food retail,0
36081004001,food retail,1
36081046600,food retail,0
36081084900,food retail,1
36005033202,food retail,2
36047113200,food retail,0
36047091800,food retail,3
36047092000,food retail,0
36081024500,food retail,0
36085024402,food retail,1
36047033300,food retail,2
36081064102,food retail,0
36081081400,food retail,0
36081075702,food retail,0
36047017200,food retail,5
36047018400,food retail,0
36081030600,food retail,0
36061020300,food retail,2
36081079200,food retail,0
36005024501,food retail,7
36047049700,food retail,10
36081096400,food retail,0
36081024300,food retail,0
36081051500,food retail,0
36047107800,food retail,1
36047031900,food retail,2
36061013500,food retail,7
36061013900,food retail,7
36085019800,food retail,2
36047107000,food retail,8
36061031703,food retail,3
36081017100,food retail,0
36081025500,food retail,0
36005025700,food retail,0
36005000100,food retail,0
36061016300,food retail,4
36061013300,food retail,6
36061020500,food retail,1
36061000500,food retail,0
36081036700,food retail,0
36081036500,food retail,1
36061002100,food retail,4
36061012700,food retail,14
36061012900,food retail,7
36061007600,food retail,2
36061009500,food retail,5
36061010100,food retail,3
36085002001,food retail,0
36085002002,food retail,2
36085018701,food retail,1
36061021200,food retail,5
36085029104,food retail,3
36085032300,food retail,5
36061018900,food retail,7
36081093401,food retail,2
36081093402,food retail,2
36061022800,food retail,8
36061003601,food retail,3
36061004300,food retail,2
36061005900,food retail,4
36061016100,food retail,1
36047032700,food retail,7
36085017010,food retail,1
36085020801,food retail,2
36085003900,food retail,0
36085004700,food retail,3
36061023502,food retail,2
36061023600,food retail,1
36085017005,food retail,2
36085017600,food retail,1
36081097202,food retail,0
36081097204,food retail,1
36061021000,food retail,2
36061020701,food retail,0
36061002500,food retail,3
36005030900,food retail,0
36005032300,food retail,1
36005037800,food retail,3
36061015801,food retail,3
36005043500,food retail,1
36061030300,food retail,3
36005011800,food retail,1
36061001300,food retail,4
36047092200,food retail,1
36005013200,food retail,2
36085018901,food retail,5
36085025100,food retail,2
36061031704,food retail,2
36061001001,food retail,0
36047054700,food retail,4
36061001002,food retail,2
36047016300,food retail,4
36085017300,food retail,1
36061025100,food retail,4
36047109800,food retail,1
36085016901,food retail,2
36081077300,food retail,0
36081077500,food retail,0
36081013400,food retail,0
36081004002,food retail,0
36005009000,food retail,2
36081079702,food retail,0
36081083700,food retail,0
36005011000,food retail,0
36005029302,food retail,3
36061003800,food retail,9
36081013200,food retail,0
36061000800,food retail,16
36061026500,food retail,4
36061027500,food retail,0
36085017012,food retail,2
36085000800,food retail,6
36061000900,food retail,5
36061000202,food retail,2
36061031900,food retail,0
36047054300,food retail,2
36061015400,food retail,6
36081075701,food retail,1
36061013700,food retail,6
36061014500,food retail,3
36061027900,food retail,10
36061028700,food retail,9
36061006300,food retail,7
36061005700,food retail,3
36005018900,food retail,7
36061019702,food retail,0
36047036001,food retail,7
36085012200,food retail,5
36061000600,food retail,11
36085006700,food retail,3
36047025500,food retail,3
36085018100,food retail,3
36005028500,food retail,1
36047016700,food retail,2
36061029900,food retail,5
36085009700,food retail,3
36047091000,food retail,7
36047091200,food retail,1
36081006202,food retail,0
36047114400,food retail,2
36047115800,food retail,0
36047123700,food retail,15
36047122000,food retail,6
36005014701,food retail,2
