GEOID,category,weighted_score
36047050801,Workforce Development/HRA Job Center,12
36047050801,Workforce Development/Job Plus Site,4
36047050801,Workforce Development/Workforce1 Career Center,8
36047050801,NA,NA
36047050803,Center,1028
36047050803,Family,1306
36047050803,School,307
36047050803,Store,3646
36047050803,Workforce Development/HRA Job Center,12
36047050803,Workforce Development/Job Plus Site,5
36047050803,Workforce Development/Workforce1 Career Center,9
36047050803,NA,NA
36047050804,Center,1009
36047050804,Family,1265
36047050804,School,296
36047050804,Store,3637
36047050804,Workforce Development/HRA Job Center,12
36047050804,Workforce Development/Job Plus Site,4
36047050804,Workforce Development/Workforce1 Career Center,8
36047050804,NA,NA
36047050900,Center,1310
36047050900,Family,2131
36047050900,School,424
36047050900,Store,3999
36047050900,Workforce Development/HRA Job Center,18
36047050900,Workforce Development/Job Plus Site,8
36047050900,Workforce Development/Workforce1 Career Center,13
36047050900,NA,NA
36047051001,Center,947
36047051001,Family,1217
36047051001,School,270
36047051001,Store,3430
36047051001,Workforce Development/HRA Job Center,11
36047051001,Workforce Development/Job Plus Site,4
36047051001,Workforce Development/Workforce1 Career Center,8
36047051001,NA,NA
36047051002,Center,998
36047051002,Family,1286
36047051002,School,298
36047051002,Store,3564
36047051002,Workforce Development/HRA Job Center,12
36047051002,Workforce Development/Job Plus Site,4
36047051002,Workforce Development/Workforce1 Career Center,8
36047051002,NA,NA
36047051100,Center,1345
36047051100,Family,2131
36047051100,School,434
36047051100,Store,4032
36047051100,Workforce Development/HRA Job Center,20
36047051100,Workforce Development/Job Plus Site,8
36047051100,Workforce Development/Workforce1 Career Center,13
36047051100,NA,NA
36047051200,Center,975
36047051200,Family,1237
36047051200,School,289
36047051200,Store,3517
36047051200,Workforce Development/HRA Job Center,12
36047051200,Workforce Development/Job Plus Site,4
36047051200,Workforce Development/Workforce1 Career Center,8
36047051200,NA,NA
36047051300,Center,1391
36047051300,Family,2566
36047051300,School,451
36047051300,Store,4259
36047051300,Workforce Development/HRA Job Center,20
36047051300,Workforce Development/Job Plus Site,8
36047051300,Workforce Development/Workforce1 Career Center,15
36047051300,NA,NA
36047051400,Center,945
36047051400,Family,1185
36047051400,School,267
36047051400,Store,3383
36047051400,Workforce Development/HRA Job Center,13
36047051400,Workforce Development/Job Plus Site,4
36047051400,Workforce Development/Workforce1 Career Center,10
36047051400,NA,NA
36047051500,Center,1171
36047051500,Family,2362
36047051500,School,414
36047051500,Store,3855
36047051500,Workforce Development/HRA Job Center,20
36047051500,Workforce Development/Job Plus Site,8
36047051500,Workforce Development/Workforce1 Career Center,14
36047051500,NA,NA
36047051601,Center,926
36047051601,Family,1165
36047051601,School,260
36047051601,Store,3204
36047051601,Workforce Development/HRA Job Center,13
36047051601,Workforce Development/Job Plus Site,3
36047051601,Workforce Development/Workforce1 Career Center,10
36047051601,NA,NA
36047051602,Center,932
36047051602,Family,1166
36047051602,School,263
36047051602,Store,3335
36047051602,Workforce Development/HRA Job Center,11
36047051602,Workforce Development/Job Plus Site,3
36047051602,Workforce Development/Workforce1 Career Center,8
36047051602,NA,NA
36047051700,Center,1271
36047051700,Family,3165
36047051700,School,451
36047051700,Store,4151
36047051700,Workforce Development/HRA Job Center,19
36047051700,Workforce Development/Job Plus Site,8
36047051700,Workforce Development/Workforce1 Career Center,13
36047051700,NA,NA
36047051800,Center,951
36047051800,Family,1175
36047051800,School,274
36047051800,Store,3470
36047051800,Workforce Development/HRA Job Center,11
36047051800,Workforce Development/Job Plus Site,4
36047051800,Workforce Development/Workforce1 Career Center,8
36047051800,NA,NA
36047051900,Center,1293
36047051900,Family,3011
36047051900,School,435
36047051900,Store,4202
36047051900,Workforce Development/HRA Job Center,20
36047051900,Workforce Development/Job Plus Site,8
36047051900,Workforce Development/Workforce1 Career Center,15
36047051900,NA,NA
36047052000,Center,940
36047052000,Family,1151
36047052000,School,266
36047052000,Store,3393
36047052000,Workforce Development/HRA Job Center,11
36047052000,Workforce Development/Job Plus Site,4
36047052000,Workforce Development/Workforce1 Career Center,8
36047052000,NA,NA
36047052300,Center,1114
36047052300,Family,2061
36047052300,School,380
36047052300,Store,3676
36047052300,Workforce Development/HRA Job Center,20
36047052300,Workforce Development/Job Plus Site,8
36047052300,Workforce Development/Workforce1 Career Center,14
36047052300,NA,NA
36047052500,Center,1152
36047052500,Family,2239
36047052500,School,390
36047052500,Store,3793
36047052500,Workforce Development/HRA Job Center,20
36047052500,Workforce Development/Job Plus Site,7
36047052500,Workforce Development/Workforce1 Career Center,11
36047052500,NA,NA
36047052600,Center,914
36047052600,Family,1080
36047052600,School,255
36047052600,Store,3202
36047052600,Workforce Development/HRA Job Center,13
36047052600,Workforce Development/Job Plus Site,3
36047052600,Workforce Development/Workforce1 Career Center,10
36047052600,NA,NA
36047052700,Center,1335
36047052700,Family,2491
36047052700,School,438
36047052700,Store,4060
36047052700,Workforce Development/HRA Job Center,20
36047052700,Workforce Development/Job Plus Site,8
36047052700,Workforce Development/Workforce1 Career Center,14
36047052700,NA,NA
36047052800,Center,912
36047052800,Family,1107
36047052800,School,255
36047052800,Store,3261
36047052800,Workforce Development/HRA Job Center,11
36047052800,Workforce Development/Job Plus Site,3
36047052800,Workforce Development/Workforce1 Career Center,8
36047052800,NA,NA
36047052900,Center,1348
36047052900,Family,2479
36047052900,School,445
36047052900,Store,4096
36047052900,Workforce Development/HRA Job Center,20
36047052900,Workforce Development/Job Plus Site,7
36047052900,Workforce Development/Workforce1 Career Center,14
36047052900,NA,NA
36047053000,Center,861
36047053000,Family,979
36047053000,School,223
36047053000,Store,2970
36047053000,Workforce Development/HRA Job Center,11
36047053000,Workforce Development/Job Plus Site,2
36047053000,Workforce Development/Workforce1 Career Center,8
36047053000,NA,NA
36047053100,Center,1226
36047053100,Family,1776
36047053100,School,397
36047053100,Store,3679
36047053100,Workforce Development/HRA Job Center,18
36047053100,Workforce Development/Job Plus Site,7
36047053100,Workforce Development/Workforce1 Career Center,13
36047053100,NA,NA
36047053200,Center,882
36047053200,Family,1014
36047053200,School,238
36047053200,Store,3110
36047053200,Workforce Development/HRA Job Center,11
36047053200,Workforce Development/Job Plus Site,3
36047053200,Workforce Development/Workforce1 Career Center,8
36047053200,NA,NA
36047053300,Center,1096
36047053300,Family,1736
36047053300,School,374
36047053300,Store,3470
36047053300,Workforce Development/HRA Job Center,18
36047053300,Workforce Development/Job Plus Site,7
36047053300,Workforce Development/Workforce1 Career Center,13
36047053300,NA,NA
36047053400,Center,876
36047053400,Family,997
36047053400,School,235
36047053400,Store,3082
36047053400,Workforce Development/HRA Job Center,11
36047053400,Workforce Development/Job Plus Site,2
36047053400,Workforce Development/Workforce1 Career Center,8
36047053400,NA,NA
36047053500,Center,1080
36047053500,Family,2017
36047053500,School,375
36047053500,Store,3588
36047053500,Workforce Development/HRA Job Center,20
36047053500,Workforce Development/Job Plus Site,7
36047053500,Workforce Development/Workforce1 Career Center,12
36047053500,NA,NA
36047053700,Center,953
36047053700,Family,1389
36047053700,School,323
36047053700,Store,3155
36047053700,Workforce Development/HRA Job Center,14
36047053700,Workforce Development/Job Plus Site,5
36047053700,Workforce Development/Workforce1 Career Center,8
36047053700,NA,NA
36047053800,Center,909
36047053800,Family,1094
36047053800,School,250
36047053800,Store,3185
36047053800,Workforce Development/HRA Job Center,11
36047053800,Workforce Development/Job Plus Site,3
36047053800,Workforce Development/Workforce1 Career Center,8
36047053800,NA,NA
36047053900,Center,898
36047053900,Family,1400
36047053900,School,319
36047053900,Store,3255
36047053900,Workforce Development/HRA Job Center,13
36047053900,Workforce Development/Job Plus Site,5
36047053900,Workforce Development/Workforce1 Career Center,9
36047053900,NA,NA
36047054200,Center,813
36047054200,Family,983
36047054200,School,210
36047054200,Store,2659
36047054200,Workforce Development/HRA Job Center,10
36047054200,Workforce Development/Job Plus Site,1
36047054200,Workforce Development/Workforce1 Career Center,8
36047054200,NA,NA
36047054300,Center,1011
36047054300,Family,1338
36047054300,School,306
36047054300,Store,3366
36047054300,Workforce Development/HRA Job Center,15
36047054300,Workforce Development/Job Plus Site,5
36047054300,Workforce Development/Workforce1 Career Center,9
36047054300,NA,NA
36047054400,Center,867
36047054400,Family,1052
36047054400,School,234
36047054400,Store,2946
36047054400,Workforce Development/HRA Job Center,11
36047054400,Workforce Development/Job Plus Site,2
36047054400,Workforce Development/Workforce1 Career Center,8
36047054400,NA,NA
36047054500,Center,924
36047054500,Family,1390
36047054500,School,320
36047054500,Store,3231
36047054500,Workforce Development/HRA Job Center,13
36047054500,Workforce Development/Job Plus Site,6
36047054500,Workforce Development/Workforce1 Career Center,9
36047054500,NA,NA
36047054600,Center,848
36047054600,Family,1041
36047054600,School,226
36047054600,Store,2750
36047054600,Workforce Development/HRA Job Center,9
36047054600,Workforce Development/Job Plus Site,2
36047054600,Workforce Development/Workforce1 Career Center,8
36047054600,NA,NA
36047054700,Center,920
36047054700,Family,1386
36047054700,School,322
36047054700,Store,3095
36047054700,Workforce Development/HRA Job Center,16
36047054700,Workforce Development/Job Plus Site,6
36047054700,Workforce Development/Workforce1 Career Center,8
36047054700,NA,NA
36047054800,Center,802
36047054800,Family,1007
36047054800,School,208
36047054800,Store,2516
36047054800,Workforce Development/HRA Job Center,10
36047054800,Workforce Development/Job Plus Site,2
36047054800,Workforce Development/Workforce1 Career Center,6
36047054800,NA,NA
36047054900,Center,1017
36047054900,Family,1574
36047054900,School,345
36047054900,Store,3263
36047054900,Workforce Development/HRA Job Center,18
36047054900,Workforce Development/Job Plus Site,8
36047054900,Workforce Development/Workforce1 Career Center,11
36047054900,NA,NA
36047055000,Center,892
36047055000,Family,1113
36047055000,School,253
36047055000,Store,3064
36047055000,Workforce Development/HRA Job Center,12
36047055000,Workforce Development/Job Plus Site,3
36047055000,Workforce Development/Workforce1 Career Center,8
36047055000,NA,NA
36047055100,Center,952
36047055100,Family,2012
36047055100,School,356
36047055100,Store,3381
36047055100,Workforce Development/HRA Job Center,18
36047055100,Workforce Development/Job Plus Site,8
36047055100,Workforce Development/Workforce1 Career Center,10
36047055100,NA,NA
36047055200,Center,930
36047055200,Family,1136
36047055200,School,262
36047055200,Store,3249
36047055200,Workforce Development/HRA Job Center,13
36047055200,Workforce Development/Job Plus Site,3
36047055200,Workforce Development/Workforce1 Career Center,10
36047055200,NA,NA
36047055300,Center,1219
36047055300,Family,3245
36047055300,School,442
36047055300,Store,4206
36047055300,Workforce Development/HRA Job Center,20
36047055300,Workforce Development/Job Plus Site,8
36047055300,Workforce Development/Workforce1 Career Center,12
36047055300,NA,NA
36047055400,Center,918
36047055400,Family,1114
36047055400,School,257
36047055400,Store,3202
36047055400,Workforce Development/HRA Job Center,13
36047055400,Workforce Development/Job Plus Site,3
36047055400,Workforce Development/Workforce1 Career Center,10
36047055400,NA,NA
36047055500,Center,1038
36047055500,Family,2379
36047055500,School,389
36047055500,Store,3608
36047055500,Workforce Development/HRA Job Center,20
36047055500,Workforce Development/Job Plus Site,8
36047055500,Workforce Development/Workforce1 Career Center,13
36047055500,NA,NA
36047055600,Center,810
36047055600,Family,923
36047055600,School,205
36047055600,Store,2644
36047055600,Workforce Development/HRA Job Center,10
36047055600,Workforce Development/Job Plus Site,1
36047055600,Workforce Development/Workforce1 Career Center,8
36047055600,NA,NA
36047055700,Center,1110
36047055700,Family,2926
36047055700,School,422
36047055700,Store,3752
36047055700,Workforce Development/HRA Job Center,20
36047055700,Workforce Development/Job Plus Site,8
36047055700,Workforce Development/Workforce1 Career Center,15
36047055700,NA,NA
36047055800,Center,783
36047055800,Family,902
36047055800,School,198
36047055800,Store,2548
36047055800,Workforce Development/HRA Job Center,10
36047055800,Workforce Development/Job Plus Site,3
36047055800,Workforce Development/Workforce1 Career Center,8
