GEOID,category,weighted_score
36081040900,Store,2317
36081040900,Workforce Development/HRA Job Center,20
36081040900,Workforce Development/Job Plus Site,6
36081040900,Workforce Development/Workforce1 Career Center,12
36081040900,NA,NA
36081041100,Center,606
36081041100,Family,761
36081041100,School,245
36081041100,Store,1620
36081041100,Workforce Development/HRA Job Center,14
36081041100,Workforce Development/Job Plus Site,4
36081041100,Workforce Development/Workforce1 Career Center,10
36081041100,NA,NA
36081041300,Center,620
36081041300,Family,748
36081041300,School,230
36081041300,Store,1487
36081041300,Workforce Development/HRA Job Center,13
36081041300,Workforce Development/Job Plus Site,2
36081041300,Workforce Development/Workforce1 Career Center,10
36081041300,NA,NA
36081041400,Center,613
36081041400,Family,1127
36081041400,School,211
36081041400,Store,828
36081041400,Workforce Development/HRA Job Center,7
36081041400,Workforce Development/Job Plus Site,2
36081041400,Workforce Development/Workforce1 Career Center,8
36081041400,NA,NA
36081041500,Center,518
36081041500,Family,666
36081041500,School,205
36081041500,Store,988
36081041500,Workforce Development/HRA Job Center,10
36081041500,Workforce Development/Job Plus Site,2
36081041500,Workforce Development/Workforce1 Career Center,9
36081041500,NA,NA
36081042400,Center,589
36081042400,Family,1074
36081042400,School,204
36081042400,Store,961
36081042400,Workforce Development/HRA Job Center,10
36081042400,Workforce Development/Job Plus Site,2
36081042400,Workforce Development/Workforce1 Career Center,6
36081042400,NA,NA
36081042600,Center,540
36081042600,Family,1023
36081042600,School,181
36081042600,Store,925
36081042600,Workforce Development/HRA Job Center,9
36081042600,Workforce Development/Job Plus Site,2
36081042600,Workforce Development/Workforce1 Career Center,6
36081042600,NA,NA
36081042700,Center,555
36081042700,Family,752
36081042700,School,213
36081042700,Store,1028
36081042700,Workforce Development/HRA Job Center,7
36081042700,Workforce Development/Job Plus Site,2
36081042700,Workforce Development/Workforce1 Career Center,8
36081042700,NA,NA
36081043200,Center,582
36081043200,Family,1076
36081043200,School,201
36081043200,Store,803
36081043200,Workforce Development/HRA Job Center,6
36081043200,Workforce Development/Workforce1 Career Center,5
36081043200,NA,NA
36081043400,Center,552
36081043400,Family,1059
36081043400,School,195
36081043400,Store,711
36081043400,Workforce Development/HRA Job Center,8
36081043400,Workforce Development/Job Plus Site,2
36081043400,Workforce Development/Workforce1 Career Center,5
36081043400,NA,NA
36081043701,Center,630
36081043701,Family,926
36081043701,School,243
36081043701,Store,1330
36081043701,Workforce Development/HRA Job Center,11
36081043701,Workforce Development/Job Plus Site,1
36081043701,Workforce Development/Workforce1 Career Center,8
36081043701,NA,NA
36081043702,Center,597
36081043702,Family,883
36081043702,School,243
36081043702,Store,1355
36081043702,Workforce Development/HRA Job Center,11
36081043702,Workforce Development/Job Plus Site,2
36081043702,Workforce Development/Workforce1 Career Center,9
36081043702,NA,NA
36081043900,Center,576
36081043900,Family,747
36081043900,School,223
36081043900,Store,1155
36081043900,Workforce Development/HRA Job Center,10
36081043900,Workforce Development/Job Plus Site,2
36081043900,Workforce Development/Workforce1 Career Center,8
36081043900,NA,NA
36081044000,Center,629
36081044000,Family,1127
36081044000,School,218
36081044000,Store,879
36081044000,Workforce Development/HRA Job Center,7
36081044000,Workforce Development/Job Plus Site,2
36081044000,Workforce Development/Workforce1 Career Center,7
36081044000,NA,NA
36081044301,Center,586
36081044301,Family,822
36081044301,School,239
36081044301,Store,1420
36081044301,Workforce Development/HRA Job Center,11
36081044301,Workforce Development/Job Plus Site,2
36081044301,Workforce Development/Workforce1 Career Center,9
36081044301,NA,NA
36081044302,Center,700
36081044302,Family,995
36081044302,School,278
36081044302,Store,1778
36081044302,Workforce Development/HRA Job Center,14
36081044302,Workforce Development/Job Plus Site,4
36081044302,Workforce Development/Workforce1 Career Center,11
36081044302,NA,NA
36081044400,Center,780
36081044400,Family,1221
36081044400,School,257
36081044400,Store,1336
36081044400,Workforce Development/HRA Job Center,7
36081044400,Workforce Development/Job Plus Site,3
36081044400,Workforce Development/Workforce1 Career Center,8
36081044400,NA,NA
36081044601,Center,1050
36081044601,Family,1714
36081044601,School,342
36081044601,Store,2412
36081044601,Workforce Development/HRA Job Center,10
36081044601,Workforce Development/Job Plus Site,4
36081044601,Workforce Development/Workforce1 Career Center,10
36081044601,NA,NA
36081044602,Center,1084
36081044602,Family,1710
36081044602,School,351
36081044602,Store,2441
36081044602,Workforce Development/HRA Job Center,14
36081044602,Workforce Development/Job Plus Site,4
36081044602,Workforce Development/Workforce1 Career Center,11
36081044602,NA,NA
36081044800,Center,833
36081044800,Family,1368
36081044800,School,291
36081044800,Store,1616
36081044800,Workforce Development/HRA Job Center,13
36081044800,Workforce Development/Job Plus Site,4
36081044800,Workforce Development/Workforce1 Career Center,8
36081044800,NA,NA
36081045000,Center,752
36081045000,Family,1262
36081045000,School,277
36081045000,Store,1401
36081045000,Workforce Development/HRA Job Center,14
36081045000,Workforce Development/Job Plus Site,3
36081045000,Workforce Development/Workforce1 Career Center,9
36081045000,NA,NA
36081045200,Center,705
36081045200,Family,1094
36081045200,School,243
36081045200,Store,1029
36081045200,Workforce Development/HRA Job Center,8
36081045200,Workforce Development/Job Plus Site,2
36081045200,Workforce Development/Workforce1 Career Center,8
36081045200,NA,NA
36081045400,Center,801
36081045400,Family,1294
36081045400,School,282
36081045400,Store,1500
36081045400,Workforce Development/HRA Job Center,13
36081045400,Workforce Development/Job Plus Site,4
36081045400,Workforce Development/Workforce1 Career Center,8
36081045400,NA,NA
36081045500,Center,705
36081045500,Family,1033
36081045500,School,284
36081045500,Store,1792
36081045500,Workforce Development/HRA Job Center,14
36081045500,Workforce Development/Job Plus Site,4
36081045500,Workforce Development/Workforce1 Career Center,11
36081045500,NA,NA
36081045600,Center,801
36081045600,Family,1288
36081045600,School,279
36081045600,Store,1394
36081045600,Workforce Development/HRA Job Center,10
36081045600,Workforce Development/Job Plus Site,3
36081045600,Workforce Development/Workforce1 Career Center,9
36081045600,NA,NA
36081045700,Center,737
36081045700,Family,1202
36081045700,School,309
36081045700,Store,1930
36081045700,Workforce Development/HRA Job Center,16
36081045700,Workforce Development/Job Plus Site,5
36081045700,Workforce Development/Workforce1 Career Center,11
36081045700,NA,NA
36081045800,Center,800
36081045800,Family,1298
36081045800,School,278
36081045800,Store,1449
36081045800,Workforce Development/HRA Job Center,10
36081045800,Workforce Development/Job Plus Site,4
36081045800,Workforce Development/Workforce1 Career Center,9
36081045800,NA,NA
36081045900,Center,719
36081045900,Family,1169
36081045900,School,297
36081045900,Store,1887
36081045900,Workforce Development/HRA Job Center,16
36081045900,Workforce Development/Job Plus Site,5
36081045900,Workforce Development/Workforce1 Career Center,10
36081045900,NA,NA
36081046000,Center,805
36081046000,Family,1316
36081046000,School,282
36081046000,Store,1553
36081046000,Workforce Development/HRA Job Center,14
36081046000,Workforce Development/Job Plus Site,4
36081046000,Workforce Development/Workforce1 Career Center,8
36081046000,NA,NA
36081046100,Center,636
36081046100,Family,1128
36081046100,School,274
36081046100,Store,1769
36081046100,Workforce Development/HRA Job Center,16
36081046100,Workforce Development/Job Plus Site,5
36081046100,Workforce Development/Workforce1 Career Center,11
36081046100,NA,NA
36081046200,Center,786
36081046200,Family,1250
36081046200,School,272
36081046200,Store,1313
36081046200,Workforce Development/HRA Job Center,10
36081046200,Workforce Development/Job Plus Site,2
36081046200,Workforce Development/Workforce1 Career Center,9
36081046200,NA,NA
36081046300,Center,690
36081046300,Family,958
36081046300,School,272
36081046300,Store,1854
36081046300,Workforce Development/HRA Job Center,18
36081046300,Workforce Development/Job Plus Site,3
36081046300,Workforce Development/Workforce1 Career Center,12
36081046300,NA,NA
36081046400,Center,621
36081046400,Family,996
36081046400,School,209
36081046400,Store,753
36081046400,Workforce Development/HRA Job Center,8
36081046400,Workforce Development/Job Plus Site,1
36081046400,Workforce Development/Workforce1 Career Center,9
36081046400,NA,NA
36081046500,Center,801
36081046500,Family,1307
36081046500,School,332
36081046500,Store,2193
36081046500,Workforce Development/HRA Job Center,18
36081046500,Workforce Development/Job Plus Site,6
36081046500,Workforce Development/Workforce1 Career Center,12
36081046500,NA,NA
36081046600,Center,811
36081046600,Family,1304
36081046600,School,287
36081046600,Store,1539
36081046600,Workforce Development/HRA Job Center,10
36081046600,Workforce Development/Job Plus Site,4
36081046600,Workforce Development/Workforce1 Career Center,10
36081046600,NA,NA
36081046700,Center,728
36081046700,Family,1057
36081046700,School,293
36081046700,Store,1886
36081046700,Workforce Development/HRA Job Center,18
36081046700,Workforce Development/Job Plus Site,3
36081046700,Workforce Development/Workforce1 Career Center,12
36081046700,NA,NA
36081046800,Center,796
36081046800,Family,1273
36081046800,School,280
36081046800,Store,1441
36081046800,Workforce Development/HRA Job Center,10
36081046800,Workforce Development/Job Plus Site,3
36081046800,Workforce Development/Workforce1 Career Center,10
36081046800,NA,NA
36081046900,Center,761
36081046900,Family,1196
36081046900,School,302
36081046900,Store,1965
36081046900,Workforce Development/HRA Job Center,17
36081046900,Workforce Development/Job Plus Site,5
36081046900,Workforce Development/Workforce1 Career Center,11
36081046900,NA,NA
36081047000,Center,616
36081047000,Family,1002
36081047000,School,217
36081047000,Store,807
36081047000,Workforce Development/HRA Job Center,9
36081047000,Workforce Development/Workforce1 Career Center,8
36081047000,NA,NA
36081047100,Center,748
36081047100,Family,1366
36081047100,School,314
36081047100,Store,2001
36081047100,Workforce Development/HRA Job Center,16
36081047100,Workforce Development/Job Plus Site,5
36081047100,Workforce Development/Workforce1 Career Center,12
36081047100,NA,NA
36081047200,Center,581
36081047200,Family,919
36081047200,School,203
36081047200,Store,655
36081047200,Workforce Development/HRA Job Center,7
36081047200,Workforce Development/Workforce1 Career Center,6
36081047200,NA,NA
36081047300,Center,906
36081047300,Family,1964
36081047300,School,363
36081047300,Store,2452
36081047300,Workforce Development/HRA Job Center,20
36081047300,Workforce Development/Job Plus Site,5
36081047300,Workforce Development/Workforce1 Career Center,14
36081047300,NA,NA
36081047500,Center,811
36081047500,Family,1465
36081047500,School,321
36081047500,Store,2088
36081047500,Workforce Development/HRA Job Center,17
36081047500,Workforce Development/Job Plus Site,5
36081047500,Workforce Development/Workforce1 Career Center,12
36081047500,NA,NA
36081047600,Center,452
36081047600,Family,667
36081047600,School,149
36081047600,Store,262
36081047600,Workforce Development/HRA Job Center,4
36081047600,Workforce Development/Workforce1 Career Center,5
36081047600,NA,NA
36081047800,Center,545
36081047800,Family,837
36081047800,School,190
36081047800,Store,566
36081047800,Workforce Development/HRA Job Center,8
36081047800,Workforce Development/Job Plus Site,1
36081047800,Workforce Development/Workforce1 Career Center,9
36081047800,NA,NA
36081047900,Center,816
36081047900,Family,1380
36081047900,School,318
36081047900,Store,2055
36081047900,Workforce Development/HRA Job Center,17
36081047900,Workforce Development/Job Plus Site,6
36081047900,Workforce Development/Workforce1 Career Center,12
36081047900,NA,NA
36081048000,Center,682
36081048000,Family,1101
36081048000,School,234
36081048000,Store,1102
36081048000,Workforce Development/HRA Job Center,9
36081048000,Workforce Development/Workforce1 Career Center,8
36081048000,NA,NA
36081048100,Center,779
36081048100,Family,1467
36081048100,School,313
36081048100,Store,2062
36081048100,Workforce Development/HRA Job Center,18
36081048100,Workforce Development/Job Plus Site,5
36081048100,Workforce Development/Workforce1 Career Center,12
36081048100,NA,NA
36081048200,Center,731
36081048200,Family,1218
36081048200,School,250
36081048200,Store,1164
36081048200,Workforce Development/HRA Job Center,9
36081048200,Workforce Development/Job Plus Site,2
36081048200,Workforce Development/Workforce1 Career Center,9
36081048200,NA,NA
36081048300,Center,826
36081048300,Family,1523
36081048300,School,326
36081048300,Store,2172
36081048300,Workforce Development/HRA Job Center,19
36081048300,Workforce Development/Job Plus Site,5
36081048300,Workforce Development/Workforce1 Career Center,13
36081048300,NA,NA
36081048400,Center,584
36081048400,Family,928
36081048400,School,194
36081048400,Store,687
36081048400,Workforce Development/HRA Job Center,5
36081048400,Workforce Development/Job Plus Site,2
36081048400,Workforce Development/Workforce1 Career Center,7
36081048400,NA,NA
36081048500,Center,647
36081048500,Family,1007
36081048500,School,258
36081048500,Store,1630
36081048500,Workforce Development/HRA Job Center,16
36081048500,Workforce Development/Job Plus Site,5
36081048500,Workforce Development/Workforce1 Career Center,10
36081048500,NA,NA
36081048900,Center,568
36081048900,Family,778
36081048900,School,230
36081048900,Store,1469
36081048900,Workforce Development/HRA Job Center,12
36081048900,Workforce Development/Job Plus Site,3
36081048900,Workforce Development/Workforce1 Career Center,8
36081048900,NA,NA
36081049200,Center,502
36081049200,Family,766
36081049200,School,166
36081049200,Store,408
36081049200,Workforce Development/HRA Job Center,4
36081049200,Workforce Development/Workforce1 Career Center,5
36081049200,NA,NA
36081049301,Center,589
36081049301,Family,794
36081049301,School,231
36081049301,Store,1508
36081049301,Workforce Development/HRA Job Center,11
36081049301,Workforce Development/Job Plus Site,4
36081049301,Workforce Development/Workforce1 Career Center,7
36081049301,NA,NA
36081049302,Center,750
36081049302,Family,1144
36081049302,School,309
36081049302,Store,2139
36081049302,Workforce Development/HRA Job Center,17
36081049302,Workforce Development/Job Plus Site,7
36081049302,Workforce Development/Workforce1 Career Center,11
36081049302,NA,NA
36081049500,Center,606
36081049500,Family,823
36081049500,School,218
36081049500,Store,1485
36081049500,Workforce Development/HRA Job Center,12
36081049500,Workforce Development/Job Plus Site,5
36081049500,Workforce Development/Workforce1 Career Center,10
36081049500,NA,NA
36081049600,Center,471
36081049600,Family,746
36081049600,School,154
36081049600,Store,380
36081049600,Workforce Development/HRA Job Center,5
36081049600,Workforce Development/Workforce1 Career Center,5
36081049600,NA,NA
36081049700,Center,680
36081049700,Family,917
36081049700,School,263
36081049700,Store,1800
36081049700,Workforce Development/HRA Job Center,14
36081049700,Workforce Development/Job Plus Site,7
36081049700,Workforce Development/Workforce1 Career Center,10
36081049700,NA,NA
36081049900,Center,663
36081049900,Family,1002
36081049900,School,255
36081049900,Store,1660
36081049900,Workforce Development/HRA Job Center,13
36081049900,Workforce Development/Job Plus Site,6
36081049900,Workforce Development/Workforce1 Career Center,8
36081049900,NA,NA
36081050000,Center,897
36081050000,Family,1410
36081050000,School,299
36081050000,Store,1863
36081050000,Workforce Development/HRA Job Center,8
36081050000,Workforce Development/Job Plus Site,3
36081050000,Workforce Development/Workforce1 Career Center,11
36081050000,NA,NA
36081050201,Center,804
36081050201,Family,1311
36081050201,School,267
36081050201,Store,1538
36081050201,Workforce Development/HRA Job Center,8
36081050201,Workforce Development/Job Plus Site,3
36081050201,Workforce Development/Workforce1 Career Center,10
36081050201,NA,NA
36081050202,Center,657
36081050202,Family,1128
36081050202,School,221
36081050202,Store,1173
36081050202,Workforce Development/HRA Job Center,9
36081050202,Workforce Development/Job Plus Site,3
36081050202,Workforce Development/Workforce1 Career Center,7
36081050202,NA,NA
36081050400,Center,576
36081050400,Family,991
36081050400,School,194
36081050400,Store,799
36081050400,Workforce Development/HRA Job Center,5
36081050400,Workforce Development/Job Plus Site,2
36081050400,Workforce Development/Workforce1 Career Center,7
36081050400,NA,NA
36081050500,Center,800
36081050500,Family,1338
36081050500,School,314
36081050500,Store,2106
36081050500,Workforce Development/HRA Job Center,14
36081050500,Workforce Development/Job Plus Site,7
36081050500,Workforce Development/Workforce1 Career Center,12
36081050500,NA,NA
36081050600,Center,549
36081050600,Family,943
36081050600,School,186
36081050600,Store,721
36081050600,Workforce Development/HRA Job Center,5
36081050600,Workforce Development/Job Plus Site,2
36081050600,Workforce Development/Workforce1 Career Center,7
36081050600,NA,NA
36081050700,Center,606
36081050700,Family,887
36081050700,School,246
36081050700,Store,1613
36081050700,Workforce Development/HRA Job Center,12
36081050700,Workforce Development/Job Plus Site,3
36081050700,Workforce Development/Workforce1 Career Center,9
36081050700,NA,NA
36081050800,Center,461
36081050800,Family,799
36081050800,School,156
36081050800,Store,489
36081050800,Workforce Development/HRA Job Center,5
36081050800,Workforce Development/Job Plus Site,2
36081050800,Workforce Development/Workforce1 Career Center,5
36081050800,NA,NA
36081051000,Center,468
36081051000,Family,775
36081051000,School,148
36081051000,Store,470
36081051000,Workforce Development/HRA Job Center,5
36081051000,Workforce Development/Job Plus Site,2
36081051000,Workforce Development/Workforce1 Career Center,5
36081051000,NA,NA
36081051100,Center,655
36081051100,Family,950
36081051100,School,256
36081051100,Store,1799
36081051100,Workforce Development/HRA Job Center,14
36081051100,Workforce Development/Job Plus Site,5
36081051100,Workforce Development/Workforce1 Career Center,10
36081051100,NA,NA
36081051200,Center,367
36081051200,Family,592
36081051200,School,118
36081051200,Store,177
36081051200,Workforce Development/HRA Job Center,4
36081051200,Workforce Development/Workforce1 Career Center,2
36081051200,NA,NA
36081051300,Center,629
36081051300,Family,905
36081051300,School,253
36081051300,Store,1752
36081051300,Workforce Development/HRA Job Center,14
36081051300,Workforce Development/Job Plus Site,4
36081051300,Workforce Development/Workforce1 Career Center,10
36081051300,NA,NA
36081051500,Center,570
36081051500,Family,807
36081051500,School,222
36081051500,Store,1475
36081051500,Workforce Development/HRA Job Center,12
36081051500,Workforce Development/Job Plus Site,3
36081051500,Workforce Development/Workforce1 Career Center,7
36081051500,NA,NA
36081051600,Center,336
36081051600,Family,553
36081051600,School,108
36081051600,Store,143
36081051600,Workforce Development/HRA Job Center,2
36081051600,Workforce Development/Workforce1 Career Center,2
36081051600,NA,NA
36081051700,Center,694
36081051700,Family,1046
36081051700,School,276
36081051700,Store,1994
36081051700,Workforce Development/HRA Job Center,15
36081051700,Workforce Development/Job Plus Site,6
36081051700,Workforce Development/Workforce1 Career Center,11
36081051700,NA,NA
36081051800,Center,373
36081051800,Family,611
36081051800,School,119
36081051800,Store,191
36081051800,Workforce Development/HRA Job Center,3
36081051800,Workforce Development/Workforce1 Career Center,2
36081051800,NA,NA
36081052000,Center,407
36081052000,Family,687
36081052000,School,133
36081052000,Store,314
36081052000,Workforce Development/HRA Job Center,4
36081052000,Workforce Development/Workforce1 Career Center,3
36081052000,NA,NA
36081052100,Center,736
36081052100,Family,1152
36081052100,School,282
36081052100,Store,2050
36081052100,Workforce Development/HRA Job Center,15
36081052100,Workforce Development/Job Plus Site,5
36081052100,Workforce Development/Workforce1 Career Center,11
36081052100,NA,NA
36081052200,Center,413
36081052200,Family,704
36081052200,School,134
36081052200,Store,333
36081052200,Workforce Development/HRA Job Center,4
36081052200,Workforce Development/Workforce1 Career Center,3
36081052200,NA,NA
36081052400,Center,461
36081052400,Family,774
36081052400,School,147
36081052400,Store,420
36081052400,Workforce Development/HRA Job Center,5
36081052400,Workforce Development/Workforce1 Career Center,7
36081052400,NA,NA
36081052500,Center,720
36081052500,Family,1163
36081052500,School,276
36081052500,Store,2178
36081052500,Workforce Development/HRA Job Center,15
36081052500,Workforce Development/Job Plus Site,4
36081052500,Workforce Development/Workforce1 Career Center,11
36081052500,NA,NA
36081052600,Center,420
36081052600,Family,763
36081052600,School,142
36081052600,Store,343
36081052600,Workforce Development/HRA Job Center,4
36081052600,Workforce Development/Workforce1 Career Center,3
36081052600,NA,NA
36081052800,Center,495
36081052800,Family,943
36081052800,School,167
36081052800,Store,731
36081052800,Workforce Development/HRA Job Center,5
36081052800,Workforce Development/Job Plus Site,2
36081052800,Workforce Development/Workforce1 Career Center,6
36081052800,NA,NA
36081053000,Center,380
36081053000,Family,653
36081053000,School,123
36081053000,Store,316
36081053000,Workforce Development/HRA Job Center,4
36081053000,Workforce Development/Workforce1 Career Center,3
36081053000,NA,NA
36081053100,Center,667
36081053100,Family,1023
36081053100,School,261
36081053100,Store,1966
36081053100,Workforce Development/HRA Job Center,15
36081053100,Workforce Development/Job Plus Site,5
36081053100,Workforce Development/Workforce1 Career Center,10
36081053100,NA,NA
36081053200,Center,380
36081053200,Family,629
36081053200,School,122
36081053200,Store,189
36081053200,Workforce Development/HRA Job Center,2
36081053200,Workforce Development/Workforce1 Career Center,2
36081053200,NA,NA
36081053401,Center,316
36081053401,Family,526
36081053401,School,102
36081053401,Store,120
36081053401,Workforce Development/HRA Job Center,2
36081053401,Workforce Development/Workforce1 Career Center,2
36081053401,NA,NA
36081053500,Center,753
36081053500,Family,1262
36081053500,School,288
36081053500,Store,2448
36081053500,Workforce Development/HRA Job Center,14
36081053500,Workforce Development/Job Plus Site,5
36081053500,Workforce Development/Workforce1 Career Center,7
36081053500,NA,NA
36081053601,Center,316
36081053601,Family,549
36081053601,School,100
36081053601,Store,207
36081053601,Workforce Development/HRA Job Center,2
36081053601,Workforce Development/Workforce1 Career Center,2
36081053601,NA,NA
36081053800,Center,282
36081053800,Family,458
36081053800,School,89
36081053800,Store,124
36081053800,Workforce Development/HRA Job Center,3
36081053800,Workforce Development/Workforce1 Career Center,2
36081053800,NA,NA
36081053900,Center,720
36081053900,Family,1291
36081053900,School,281
36081053900,Store,2408
36081053900,Workforce Development/HRA Job Center,13
36081053900,Workforce Development/Job Plus Site,4
36081053900,Workforce Development/Workforce1 Career Center,6
36081053900,NA,NA
36081054000,Center,456
36081054000,Family,747
36081054000,School,147
36081054000,Store,609
36081054000,Workforce Development/HRA Job Center,8
36081054000,Workforce Development/Job Plus Site,2
36081054000,Workforce Development/Workforce1 Career Center,6
36081054000,NA,NA
36081054200,Center,478
36081054200,Family,772
36081054200,School,156
36081054200,Store,453
36081054200,Workforce Development/HRA Job Center,5
36081054200,Workforce Development/Job Plus Site,1
36081054200,Workforce Development/Workforce1 Career Center,6
36081054200,NA,NA
36081054500,Center,685
36081054500,Family,1247
36081054500,School,264
36081054500,Store,2318
36081054500,Workforce Development/HRA Job Center,13
36081054500,Workforce Development/Job Plus Site,4
36081054500,Workforce Development/Workforce1 Career Center,6
36081054500,NA,NA
36081054700,Center,790
36081054700,Family,1341
36081054700,School,308
36081054700,Store,2585
36081054700,Workforce Development/HRA Job Center,13
36081054700,Workforce Development/Job Plus Site,4
36081054700,Workforce Development/Workforce1 Career Center,9
36081054700,NA,NA
36081054800,Center,434
36081054800,Family,660
36081054800,School,140
36081054800,Store,226
36081054800,Workforce Development/HRA Job Center,2
36081054800,Workforce Development/Workforce1 Career Center,4
36081054800,NA,NA
36081054900,Center,760
36081054900,Family,1298
36081054900,School,292
36081054900,Store,2541
36081054900,Workforce Development/HRA Job Center,14
36081054900,Workforce Development/Job Plus Site,4
36081054900,Workforce Development/Workforce1 Career Center,7
36081054900,NA,NA
36081055100,Center,698
36081055100,Family,1219
36081055100,School,271
36081055100,Store,2294
36081055100,Workforce Development/HRA Job Center,13
36081055100,Workforce Development/Job Plus Site,4
36081055100,Workforce Development/Workforce1 Career Center,7
36081055100,NA,NA
36081055200,Center,427
36081055200,Family,607
36081055200,School,132
36081055200,Store,210
36081055200,Workforce Development/HRA Job Center,4
36081055200,Workforce Development/Workforce1 Career Center,5
36081055200,NA,NA
36081055300,Center,786
36081055300,Family,1372
36081055300,School,302
36081055300,Store,2553
36081055300,Workforce Development/HRA Job Center,13
36081055300,Workforce Development/Job Plus Site,4
36081055300,Workforce Development/Workforce1 Career Center,7
36081055300,NA,NA
36081055400,Center,353
36081055400,Family,514
36081055400,School,111
36081055400,Store,135
36081055400,Workforce Development/HRA Job Center,4
36081055400,Workforce Development/Workforce1 Career Center,4
36081055400,NA,NA
36081055500,Center,860
36081055500,Family,1451
36081055500,School,318
36081055500,Store,2607
36081055500,Workforce Development/HRA Job Center,15
36081055500,Workforce Development/Job Plus Site,4
36081055500,Workforce Development/Workforce1 Career Center,10
36081055500,NA,NA
36081055600,Center,379
36081055600,Family,586
36081055600,School,127
36081055600,Store,275
36081055600,Workforce Development/HRA Job Center,5
36081055600,Workforce Development/Job Plus Site,2
36081055600,Workforce Development/Workforce1 Career Center,7
36081055600,NA,NA
36081055700,Center,822
36081055700,Family,1435
36081055700,School,302
36081055700,Store,2463
36081055700,Workforce Development/HRA Job Center,16
36081055700,Workforce Development/Job Plus Site,4
36081055700,Workforce Development/Workforce1 Career Center,7
36081055700,NA,NA
36081055800,Center,525
36081055800,Family,880
36081055800,School,180
36081055800,Store,772
36081055800,Workforce Development/HRA Job Center,5
36081055800,Workforce Development/Job Plus Site,2
36081055800,Workforce Development/Workforce1 Career Center,8
36081055800,NA,NA
36081055900,Center,888
36081055900,Family,1574
36081055900,School,338
36081055900,Store,2828
36081055900,Workforce Development/HRA Job Center,17
36081055900,Workforce Development/Job Plus Site,5
36081055900,Workforce Development/Workforce1 Career Center,11
36081055900,NA,NA
36081056000,Center,402
36081056000,Family,615
36081056000,School,128
36081056000,Store,442
36081056000,Workforce Development/HRA Job Center,5
36081056000,Workforce Development/Job Plus Site,2
36081056000,Workforce Development/Workforce1 Career Center,7
36081056000,NA,NA
36081056100,Center,528
36081056100,Family,993
36081056100,School,204
36081056100,Store,1367
36081056100,Workforce Development/HRA Job Center,8
36081056100,Workforce Development/Job Plus Site,4
36081056100,Workforce Development/Workforce1 Career Center,6
36081056100,NA,NA
36081056200,Center,427
36081056200,Family,722
36081056200,School,140
36081056200,Store,521
36081056200,Workforce Development/HRA Job Center,5
36081056200,Workforce Development/Job Plus Site,2
36081056200,Workforce Development/Workforce1 Career Center,7
36081056200,NA,NA
36081056400,Center,515
36081056400,Family,845
36081056400,School,176
36081056400,Store,761
36081056400,Workforce Development/HRA Job Center,5
36081056400,Workforce Development/Job Plus Site,2
36081056400,Workforce Development/Workforce1 Career Center,8
36081056400,NA,NA
36081056500,Center,826
36081056500,Family,1478
36081056500,School,299
36081056500,Store,2417
36081056500,Workforce Development/HRA Job Center,16
36081056500,Workforce Development/Job Plus Site,4
36081056500,Workforce Development/Workforce1 Career Center,8
36081056500,NA,NA
36081056600,Center,725
36081056600,Family,1230
36081056600,School,247
36081056600,Store,1439
36081056600,Workforce Development/HRA Job Center,10
36081056600,Workforce Development/Job Plus Site,3
36081056600,Workforce Development/Workforce1 Career Center,10
36081056600,NA,NA
36081056700,Center,770
36081056700,Family,1417
36081056700,School,270
36081056700,Store,1928
36081056700,Workforce Development/HRA Job Center,15
36081056700,Workforce Development/Job Plus Site,4
36081056700,Workforce Development/Workforce1 Career Center,6
36081056700,NA,NA
36081056800,Center,615
36081056800,Family,1036
36081056800,School,208
36081056800,Store,1157
36081056800,Workforce Development/HRA Job Center,8
36081056800,Workforce Development/Job Plus Site,2
36081056800,Workforce Development/Workforce1 Career Center,7
36081056800,NA,NA
36081057700,Center,763
36081057700,Family,1410
36081057700,School,280
36081057700,Store,1963
36081057700,Workforce Development/HRA Job Center,16
36081057700,Workforce Development/Job Plus Site,4
36081057700,Workforce Development/Workforce1 Career Center,6
36081057700,NA,NA
36081057900,Center,664
36081057900,Family,1236
36081057900,School,239
36081057900,Store,1715
36081057900,Workforce Development/HRA Job Center,11
36081057900,Workforce Development/Job Plus Site,4
36081057900,Workforce Development/Workforce1 Career Center,7
36081057900,NA,NA
36081058000,Center,298
36081058000,Family,460
36081058000,School,93
36081058000,Store,116
36081058000,Workforce Development/HRA Job Center,2
36081058000,Workforce Development/Workforce1 Career Center,2
36081058000,NA,NA
36081058100,Center,744
36081058100,Family,1366
36081058100,School,279
36081058100,Store,2099
36081058100,Workforce Development/HRA Job Center,15
36081058100,Workforce Development/Job Plus Site,4
36081058100,Workforce Development/Workforce1 Career Center,8
36081058100,NA,NA
36081058200,Center,329
36081058200,Family,531
36081058200,School,107
36081058200,Store,277
36081058200,Workforce Development/HRA Job Center,4
36081058200,Workforce Development/Workforce1 Career Center,2
36081058200,NA,NA
36081058300,Center,801
36081058300,Family,1461
36081058300,School,291
36081058300,Store,2390
36081058300,Workforce Development/HRA Job Center,16
36081058300,Workforce Development/Job Plus Site,4
36081058300,Workforce Development/Workforce1 Career Center,8
36081058300,NA,NA
36081058500,Center,768
36081058500,Family,1368
36081058500,School,287
36081058500,Store,2264
36081058500,Workforce Development/HRA Job Center,15
36081058500,Workforce Development/Job Plus Site,4
36081058500,Workforce Development/Workforce1 Career Center,9
36081058500,NA,NA
